timestamps,TP9,AF7,AF8,TP10,Right AUX
1606398409.446,-29.297,-31.250,-34.668,-32.715,0.000
1606398409.450,-25.879,-36.621,-29.297,-31.738,0.000
1606398409.454,-15.137,-37.109,-37.109,-24.902,0.000
1606398409.458,-12.695,-26.855,-41.504,-23.438,0.000
1606398409.461,-26.855,-25.391,-37.109,-30.762,0.000
1606398409.465,-37.109,-30.273,-32.227,-36.133,0.000
1606398409.469,-37.598,-28.809,-25.879,-31.738,0.000
1606398409.473,-35.645,-25.391,-32.227,-19.531,0.000
1606398409.477,-39.062,-29.297,-42.480,-16.602,0.000
1606398409.481,-42.969,-40.039,-32.715,-25.879,0.000
1606398409.485,-35.645,-41.992,-21.973,-20.020,0.000
1606398409.489,-23.438,-34.180,-26.367,-12.695,0.000
1606398409.493,-20.996,-35.156,-40.039,-18.555,0.000
1606398409.497,-21.973,-44.434,-45.898,-13.672,0.000
1606398409.501,-20.996,-45.898,-37.109,-13.672,0.000
1606398409.504,-30.273,-34.668,-30.762,-26.367,0.000
1606398409.508,-30.273,-39.551,-31.738,-26.855,0.000
1606398409.512,-22.949,-45.898,-32.227,-28.320,0.000
1606398409.516,-24.414,-36.621,-38.086,-35.156,0.000
1606398409.520,-31.250,-29.297,-32.227,-36.133,0.000
1606398409.524,-36.133,-27.832,-28.320,-35.645,0.000
1606398409.528,-32.715,-28.809,-41.504,-31.250,0.000
1606398409.532,-29.297,-27.344,-34.668,-27.344,0.000
1606398409.536,-25.879,-28.320,-26.367,-27.344,0.000
1606398409.540,-31.738,-28.320,-27.344,-32.715,0.000
1606398409.543,-39.062,-37.109,-23.438,-35.645,0.000
1606398409.547,-31.738,-35.645,-26.855,-33.203,0.000
1606398409.551,-28.320,-26.855,-30.762,-26.367,0.000
1606398409.555,-31.250,-34.668,-25.879,-22.461,0.000
1606398409.559,-32.227,-35.156,-30.762,-25.391,0.000
1606398409.563,-27.832,-24.414,-38.086,-24.414,0.000
1606398409.567,-26.367,-29.785,-25.879,-21.973,0.000
1606398409.571,-26.367,-39.551,-18.066,-17.090,0.000
1606398409.575,-21.484,-42.480,-25.879,-20.020,0.000
1606398409.579,-29.297,-41.504,-32.715,-34.180,0.000
1606398409.583,-39.062,-40.527,-31.250,-40.039,0.000
1606398409.586,-39.062,-39.062,-30.273,-29.785,0.000
1606398409.590,-25.879,-38.086,-32.715,-24.414,0.000
1606398409.594,-18.066,-33.203,-37.598,-26.367,0.000
1606398409.598,-25.391,-28.320,-26.855,-32.715,0.000
1606398409.602,-41.016,-44.922,-19.043,-36.621,0.000
1606398409.606,-40.527,-47.363,-19.043,-29.785,0.000
1606398409.610,-33.691,-29.785,-30.273,-26.855,0.000
1606398409.614,-34.668,-29.297,-37.109,-19.043,0.000
1606398409.618,-36.133,-33.203,-32.715,-17.578,0.000
1606398409.622,-40.039,-33.203,-27.344,-23.438,0.000
1606398409.626,-42.480,-35.156,-22.461,-17.090,0.000
1606398409.629,-37.598,-37.109,-20.020,-12.695,0.000
1606398409.633,-27.344,-41.504,-30.273,-13.672,0.000
1606398409.637,-25.391,-42.969,-40.527,-21.484,0.000
1606398409.641,-31.250,-32.227,-33.203,-31.250,0.000
1606398409.645,-32.715,-23.926,-21.484,-28.809,0.000
1606398409.649,-28.809,-35.645,-14.648,-23.438,0.000
1606398409.653,-27.832,-38.086,-14.648,-21.484,0.000
1606398409.657,-31.250,-32.227,-23.438,-25.391,0.000
1606398409.661,-38.574,-35.645,-26.855,-26.855,0.000
1606398409.665,-40.039,-41.992,-32.227,-22.461,0.000
1606398409.668,-33.691,-38.574,-37.109,-18.555,0.000
1606398409.672,-22.949,-27.832,-28.320,-15.137,0.000
1606398409.676,-26.367,-35.156,-20.996,-19.043,0.000
1606398409.680,-39.062,-42.969,-24.902,-28.809,0.000
1606398409.684,-40.527,-35.645,-32.227,-32.227,0.000
1606398409.688,-41.992,-34.180,-33.203,-28.320,0.000
1606398409.692,-36.621,-41.016,-34.180,-23.438,0.000
1606398409.696,-31.738,-39.551,-38.574,-27.832,0.000
1606398409.700,-37.598,-35.156,-32.227,-44.434,0.000
1606398409.704,-41.992,-34.668,-25.879,-46.387,0.000
1606398409.708,-39.551,-35.645,-28.809,-38.574,0.000
1606398409.711,-30.273,-31.738,-30.273,-38.086,0.000
1606398409.715,-25.879,-27.344,-32.715,-37.598,0.000
1606398409.719,-27.344,-31.738,-43.457,-30.762,0.000
1606398409.723,-32.227,-36.133,-41.504,-29.297,0.000
1606398409.727,-36.621,-37.109,-29.297,-30.762,0.000
1606398409.731,-29.785,-33.691,-38.086,-35.156,0.000
1606398409.735,-20.020,-34.180,-42.480,-38.086,0.000
1606398409.739,-22.461,-45.410,-32.715,-24.414,0.000
1606398409.743,-29.785,-47.363,-25.391,-25.879,0.000
1606398409.747,-29.785,-34.668,-21.973,-35.156,0.000
1606398409.751,-23.926,-33.203,-28.320,-26.855,0.000
1606398409.754,-16.113,-31.738,-25.879,-26.855,0.000
1606398409.758,-23.926,-32.715,-28.809,-28.320,0.000
1606398409.762,-33.203,-37.598,-39.062,-31.738,0.000
1606398409.766,-32.227,-41.016,-28.809,-34.180,0.000
1606398409.770,-27.832,-40.039,-13.672,-27.344,0.000
1606398409.774,-18.555,-39.551,-11.719,-21.973,0.000
1606398409.778,-21.484,-43.457,-20.996,-21.973,0.000
1606398409.782,-35.645,-45.410,-32.227,-23.926,0.000
1606398409.786,-35.645,-37.598,-32.715,-16.602,0.000
1606398409.790,-23.438,-27.832,-32.227,-11.719,0.000
1606398409.793,-12.695,-30.762,-31.250,-8.789,0.000
1606398409.797,-13.672,-34.668,-22.949,-10.742,0.000
1606398409.801,-25.879,-36.621,-19.043,-19.531,0.000
1606398409.805,-28.320,-36.133,-19.043,-24.414,0.000
1606398409.809,-27.344,-41.992,-23.926,-26.855,0.000
1606398409.813,-20.020,-44.434,-32.227,-18.555,0.000
1606398409.817,-15.625,-34.668,-39.551,-16.113,0.000
1606398409.821,-22.949,-29.785,-38.574,-25.879,0.000
1606398409.825,-28.809,-32.227,-37.109,-28.809,0.000
1606398409.829,-29.785,-33.691,-27.832,-20.508,0.000
1606398409.833,-27.344,-34.180,-20.508,-18.066,0.000
1606398409.836,-28.809,-35.156,-20.020,-27.344,0.000
1606398409.840,-30.762,-35.156,-20.508,-31.738,0.000
1606398409.844,-30.762,-33.203,-28.320,-29.297,0.000
1606398409.848,-24.414,-31.250,-30.273,-27.832,0.000
1606398409.852,-16.602,-29.297,-41.016,-24.414,0.000
1606398409.856,-17.578,-27.832,-44.434,-18.555,0.000
1606398409.860,-25.391,-34.180,-29.785,-27.832,0.000
1606398409.864,-32.715,-37.109,-22.461,-37.598,0.000
1606398409.868,-31.738,-30.273,-25.879,-28.320,0.000
1606398409.872,-22.461,-34.668,-38.086,-14.648,0.000
1606398409.876,-21.973,-38.574,-39.551,-11.719,0.000
1606398409.879,-30.762,-33.691,-38.574,-27.832,0.000
1606398409.883,-30.762,-34.180,-41.992,-33.691,0.000
1606398409.887,-27.344,-34.668,-43.945,-29.297,0.000
1606398409.891,-20.020,-33.203,-32.227,-24.414,0.000
1606398409.895,-9.766,-29.297,-17.578,-19.043,0.000
1606398409.899,-15.625,-28.320,-20.996,-23.926,0.000
1606398409.903,-35.645,-35.645,-31.250,-27.832,0.000
1606398409.907,-41.504,-38.574,-30.762,-26.367,0.000
1606398409.911,-30.273,-33.691,-29.297,-12.695,0.000
1606398409.915,-25.879,-32.715,-38.086,-2.441,0.000
1606398409.918,-30.273,-38.574,-30.273,-8.301,0.000
1606398409.922,-36.621,-34.668,-17.090,-18.555,0.000
1606398409.926,-41.992,-29.297,-22.461,-25.879,0.000
1606398409.930,-35.156,-32.227,-30.762,-17.090,0.000
1606398409.934,-26.367,-36.621,-27.344,-8.789,0.000
1606398409.938,-31.738,-42.480,-26.367,-21.484,0.000
1606398409.942,-33.203,-31.250,-29.785,-27.344,0.000
1606398409.946,-28.809,-23.926,-25.391,-19.531,0.000
1606398409.950,-27.344,-31.250,-32.715,-20.996,0.000
1606398409.954,-22.949,-27.344,-33.691,-26.367,0.000
1606398409.958,-23.438,-28.320,-24.414,-26.367,0.000
1606398409.961,-32.715,-39.062,-23.438,-30.762,0.000
1606398409.965,-35.645,-45.898,-24.414,-27.832,0.000
1606398409.969,-30.273,-38.086,-27.832,-20.508,0.000
1606398409.973,-27.832,-32.715,-29.297,-18.555,0.000
1606398409.977,-28.809,-39.551,-27.344,-13.184,0.000
1606398409.981,-37.109,-37.109,-23.438,-12.207,0.000
1606398409.985,-46.875,-32.715,-35.156,-21.484,0.000
1606398409.989,-43.457,-34.180,-38.574,-22.461,0.000
1606398409.993,-35.645,-38.574,-22.949,-20.020,0.000
1606398409.997,-33.203,-43.457,-23.926,-22.949,0.000
1606398410.001,-41.992,-41.504,-33.203,-36.621,0.000
1606398410.004,-48.828,-31.738,-39.551,-40.527,0.000
1606398410.008,-37.598,-25.391,-36.133,-26.855,0.000
1606398410.012,-20.508,-19.531,-22.461,-26.367,0.000
1606398410.016,-16.113,-20.020,-17.090,-33.691,0.000
1606398410.020,-28.320,-28.809,-15.625,-39.062,0.000
1606398410.024,-36.621,-44.434,-16.113,-37.109,0.000
1606398410.028,-29.297,-41.016,-24.902,-26.855,0.000
1606398410.032,-25.391,-23.926,-32.227,-23.926,0.000
1606398410.036,-20.020,-20.996,-29.297,-21.973,0.000
1606398410.040,-24.902,-27.832,-28.320,-30.762,0.000
1606398410.043,-29.297,-33.691,-32.715,-37.598,0.000
1606398410.047,-26.855,-32.715,-34.180,-31.738,0.000
1606398410.051,-25.391,-37.598,-28.809,-28.809,0.000
1606398410.055,-19.531,-35.156,-28.809,-23.926,0.000
1606398410.059,-20.020,-32.227,-29.297,-22.949,0.000
1606398410.063,-25.391,-32.715,-26.855,-29.785,0.000
1606398410.067,-25.879,-26.855,-32.227,-24.902,0.000
1606398410.071,-23.438,-29.785,-28.809,-21.973,0.000
1606398410.075,-20.020,-25.391,-29.297,-29.297,0.000
1606398410.079,-16.113,-22.949,-27.832,-33.203,0.000
1606398410.083,-23.438,-30.762,-24.414,-32.227,0.000
1606398410.086,-29.785,-35.156,-32.715,-32.715,0.000
1606398410.090,-25.391,-35.156,-30.273,-32.715,0.000
1606398410.094,-23.926,-30.273,-32.227,-25.391,0.000
1606398410.098,-29.297,-32.715,-33.203,-23.438,0.000
1606398410.102,-38.574,-33.203,-27.832,-30.762,0.000
1606398410.106,-46.875,-31.738,-29.297,-30.273,0.000
1606398410.110,-41.016,-30.762,-31.738,-23.926,0.000
1606398410.114,-31.250,-32.715,-41.016,-21.484,0.000
1606398410.118,-31.250,-33.203,-38.574,-23.926,0.000
1606398410.122,-36.621,-30.273,-24.414,-30.762,0.000
1606398410.126,-38.574,-36.133,-26.367,-27.344,0.000
1606398410.129,-27.344,-32.715,-22.949,-17.090,0.000
1606398410.133,-21.973,-27.832,-19.043,-11.230,0.000
1606398410.137,-20.508,-28.320,-23.438,-10.742,0.000
1606398410.141,-22.461,-32.715,-30.762,-14.648,0.000
1606398410.145,-31.738,-37.598,-48.828,-19.043,0.000
1606398410.149,-29.297,-36.133,-50.781,-16.113,0.000
1606398410.153,-20.996,-34.180,-30.273,-11.719,0.000
1606398410.157,-25.879,-41.504,-23.926,-18.555,0.000
1606398410.161,-32.227,-39.551,-33.691,-23.926,0.000
1606398410.165,-35.156,-28.320,-37.598,-30.762,0.000
1606398410.168,-36.133,-31.738,-30.273,-29.297,0.000
1606398410.172,-26.367,-32.227,-27.832,-19.043,0.000
1606398410.176,-25.879,-29.785,-31.738,-16.602,0.000
1606398410.180,-38.574,-33.691,-37.598,-24.902,0.000
1606398410.184,-41.504,-33.203,-26.855,-34.668,0.000
1606398410.188,-34.668,-38.574,-22.461,-29.785,0.000
1606398410.192,-23.438,-31.738,-28.320,-13.184,0.000
1606398410.196,-17.090,-18.555,-29.297,-14.160,0.000
1606398410.200,-24.902,-33.203,-29.297,-26.367,0.000
1606398410.204,-37.109,-44.922,-30.762,-33.691,0.000
1606398410.208,-42.480,-37.598,-35.156,-35.645,0.000
1606398410.211,-37.109,-31.250,-38.574,-27.832,0.000
1606398410.215,-28.320,-30.762,-37.109,-26.367,0.000
1606398410.219,-27.832,-31.250,-33.203,-28.320,0.000
1606398410.223,-38.574,-33.691,-34.180,-30.762,0.000
1606398410.227,-48.340,-40.527,-40.527,-37.109,0.000
1606398410.231,-43.945,-41.992,-38.086,-25.391,0.000
1606398410.235,-34.180,-36.621,-34.668,-20.020,0.000
1606398410.239,-32.715,-34.180,-37.109,-33.203,0.000
1606398410.243,-40.039,-33.203,-35.645,-38.086,0.000
1606398410.247,-45.410,-37.598,-37.109,-28.809,0.000
1606398410.251,-33.691,-38.574,-31.250,-16.602,0.000
1606398410.254,-25.391,-34.180,-33.691,-12.207,0.000
1606398410.258,-30.273,-29.297,-44.434,-13.184,0.000
1606398410.262,-31.738,-27.832,-28.320,-12.207,0.000
1606398410.266,-33.203,-34.668,-18.555,-17.090,0.000
1606398410.270,-31.250,-31.738,-25.879,-18.066,0.000
1606398410.274,-23.926,-29.785,-22.949,-13.672,0.000
1606398410.278,-28.320,-39.062,-17.578,-21.484,0.000
1606398410.282,-42.480,-41.016,-29.785,-35.645,0.000
1606398410.286,-47.852,-29.785,-42.969,-39.062,0.000
1606398410.290,-41.504,-25.879,-29.785,-25.391,0.000
1606398410.293,-33.203,-32.715,-17.578,-12.695,0.000
1606398410.297,-38.086,-35.156,-17.578,-19.043,0.000
1606398410.301,-42.969,-28.320,-24.414,-35.156,0.000
1606398410.305,-34.180,-31.250,-32.715,-36.133,0.000
1606398410.309,-26.855,-35.645,-29.785,-23.926,0.000
1606398410.313,-27.344,-32.227,-26.367,-21.484,0.000
1606398410.317,-31.250,-29.297,-26.855,-27.344,0.000
1606398410.321,-37.598,-30.762,-20.508,-32.227,0.000
1606398410.325,-38.086,-24.902,-19.531,-32.715,0.000
1606398410.329,-33.691,-25.879,-25.391,-29.297,0.000
1606398410.333,-27.344,-31.250,-29.785,-20.020,0.000
1606398410.336,-23.926,-29.785,-33.203,-19.043,0.000
1606398410.340,-26.367,-31.250,-26.367,-23.438,0.000
1606398410.344,-35.156,-29.297,-17.090,-25.879,0.000
1606398410.348,-35.156,-25.391,-19.531,-25.879,0.000
1606398410.352,-30.273,-26.855,-28.320,-21.973,0.000
1606398410.356,-27.832,-30.273,-28.320,-24.902,0.000
1606398410.360,-35.645,-30.273,-24.902,-38.086,0.000
1606398410.364,-43.945,-33.691,-36.621,-47.363,0.000
1606398410.368,-39.062,-35.645,-41.992,-38.086,0.000
1606398410.372,-32.227,-34.180,-22.949,-25.391,0.000
1606398410.376,-31.250,-31.250,-10.742,-22.949,0.000
1606398410.379,-33.203,-33.691,-17.578,-27.344,0.000
1606398410.383,-35.645,-40.527,-22.949,-26.855,0.000
1606398410.387,-39.062,-40.039,-27.344,-22.461,0.000
1606398410.391,-32.227,-32.227,-53.711,-21.973,0.000
1606398410.395,-29.785,-41.016,-59.082,-28.320,0.000
1606398410.399,-37.109,-51.270,-30.273,-33.691,0.000
1606398410.403,-39.551,-38.574,-22.461,-31.738,0.000
1606398410.407,-36.621,-30.273,-31.250,-28.320,0.000
1606398410.411,-29.297,-33.203,-28.809,-15.625,0.000
1606398410.415,-21.973,-28.320,-25.391,-9.766,0.000
1606398410.418,-24.902,-29.785,-29.785,-13.184,0.000
1606398410.422,-33.203,-36.621,-43.945,-19.043,0.000
1606398410.426,-33.691,-38.574,-45.898,-24.414,0.000
1606398410.430,-27.832,-33.691,-26.855,-32.715,0.000
1606398410.434,-20.508,-34.180,-15.137,-27.344,0.000
1606398410.438,-22.461,-41.504,-20.996,-22.461,0.000
1606398410.442,-32.227,-46.875,-29.297,-33.691,0.000
1606398410.446,-35.156,-47.852,-29.297,-31.250,0.000
1606398410.450,-35.645,-37.109,-35.156,-22.461,0.000
1606398410.454,-30.273,-34.668,-40.039,-18.555,0.000
1606398410.458,-25.391,-34.668,-33.691,-17.090,0.000
1606398410.461,-31.250,-30.762,-23.926,-19.531,0.000
1606398410.465,-30.762,-31.738,-26.367,-9.766,0.000
1606398410.469,-22.949,-28.809,-29.785,-10.742,0.000
1606398410.473,-24.902,-30.273,-25.879,-17.578,0.000
1606398410.477,-29.297,-33.691,-25.879,-24.414,0.000
1606398410.481,-35.156,-34.668,-33.691,-31.738,0.000
1606398410.485,-44.922,-40.527,-36.133,-32.715,0.000
1606398410.489,-41.016,-41.016,-25.391,-22.949,0.000
1606398410.493,-38.086,-33.691,-20.508,-19.043,0.000
1606398410.497,-37.598,-28.809,-34.668,-22.949,0.000
1606398410.501,-40.527,-35.156,-41.504,-23.926,0.000
1606398410.504,-46.387,-35.645,-25.879,-36.133,0.000
1606398410.508,-40.039,-31.738,-17.090,-32.715,0.000
1606398410.512,-33.203,-33.691,-21.484,-23.438,0.000
1606398410.516,-32.715,-37.598,-24.902,-22.949,0.000
1606398410.520,-37.598,-37.109,-35.645,-26.855,0.000
1606398410.524,-45.410,-35.156,-41.016,-29.785,0.000
1606398410.528,-40.527,-41.016,-32.227,-30.762,0.000
1606398410.532,-32.715,-41.992,-31.738,-26.367,0.000
1606398410.536,-34.668,-46.387,-38.574,-21.484,0.000
1606398410.540,-35.156,-42.969,-32.227,-30.762,0.000
1606398410.543,-40.039,-35.645,-26.367,-36.133,0.000
1606398410.547,-36.621,-32.715,-14.160,-24.902,0.000
1606398410.551,-29.785,-36.621,-16.113,-24.414,0.000
1606398410.555,-34.668,-41.016,-29.297,-30.762,0.000
1606398410.559,-34.668,-31.738,-25.879,-27.832,0.000
1606398410.563,-37.598,-37.109,-23.926,-29.785,0.000
1606398410.567,-35.156,-45.898,-31.738,-32.227,0.000
1606398410.571,-30.762,-40.039,-37.109,-27.344,0.000
1606398410.575,-29.297,-35.156,-40.039,-27.344,0.000
1606398410.579,-30.762,-41.504,-39.551,-29.297,0.000
1606398410.583,-45.410,-39.551,-30.273,-34.180,0.000
1606398410.586,-49.805,-32.715,-34.668,-44.434,0.000
1606398410.590,-35.645,-35.645,-40.527,-29.785,0.000
1606398410.594,-24.414,-35.156,-29.785,-17.578,0.000
1606398410.598,-27.344,-35.156,-28.809,-22.461,0.000
1606398410.602,-37.598,-35.156,-37.598,-27.344,0.000
1606398410.606,-41.992,-39.551,-34.180,-30.762,0.000
1606398410.610,-33.691,-36.621,-34.180,-29.785,0.000
1606398410.614,-25.391,-27.344,-39.551,-26.855,0.000
1606398410.618,-26.855,-32.227,-39.551,-27.344,0.000
1606398410.622,-32.715,-37.109,-35.645,-31.738,0.000
1606398410.626,-35.156,-30.762,-26.855,-29.785,0.000
1606398410.629,-34.180,-25.391,-24.902,-26.855,0.000
1606398410.633,-25.391,-31.250,-35.156,-21.973,0.000
1606398410.637,-21.484,-40.039,-33.691,-23.438,0.000
1606398410.641,-30.762,-38.086,-20.996,-26.367,0.000
1606398410.645,-33.203,-25.391,-21.484,-21.973,0.000
1606398410.649,-25.391,-28.320,-32.227,-17.090,0.000
1606398410.653,-16.602,-36.621,-31.738,-13.184,0.000
1606398410.657,-14.648,-34.180,-27.832,-16.113,0.000
1606398410.661,-23.438,-33.203,-29.297,-27.344,0.000
1606398410.665,-32.227,-37.598,-34.180,-29.785,0.000
1606398410.668,-24.902,-42.480,-23.926,-16.602,0.000
1606398410.672,-16.113,-31.738,-17.578,-9.766,0.000
1606398410.676,-20.020,-23.438,-22.949,-12.207,0.000
1606398410.680,-22.461,-30.273,-22.461,-10.742,0.000
1606398410.684,-22.949,-25.391,-20.020,-8.301,0.000
1606398410.688,-17.578,-15.137,-24.902,-5.371,0.000
1606398410.692,-10.742,-16.602,-26.855,-6.836,0.000
1606398410.696,-6.348,-18.066,-19.043,-8.301,0.000
1606398410.700,-18.066,-23.438,-18.066,-14.160,0.000
1606398410.704,-26.855,-25.879,-19.531,-27.344,0.000
1606398410.708,-18.066,-16.113,-19.531,-27.344,0.000
1606398410.711,-17.090,-20.508,-26.855,-24.414,0.000
1606398410.715,-15.625,-26.855,-33.203,-24.414,0.000
1606398410.719,-19.043,-20.996,-33.203,-27.832,0.000
1606398410.723,-28.809,-21.484,-28.320,-36.133,0.000
1606398410.727,-32.715,-33.691,-19.531,-37.109,0.000
1606398410.731,-31.738,-36.133,-21.973,-35.645,0.000
1606398410.735,-29.785,-29.785,-35.645,-37.109,0.000
1606398410.739,-30.273,-35.645,-35.156,-34.668,0.000
1606398410.743,-38.574,-38.086,-29.785,-38.086,0.000
1606398410.747,-43.457,-37.109,-31.738,-40.039,0.000
1606398410.751,-37.109,-37.598,-28.809,-27.344,0.000
1606398410.754,-35.645,-41.016,-22.461,-15.625,0.000
1606398410.758,-44.434,-46.875,-22.461,-7.324,0.000
1606398410.762,-46.387,-43.457,-24.902,-10.742,0.000
1606398410.766,-46.875,-40.039,-23.438,-18.555,0.000
1606398410.770,-41.992,-42.480,-28.320,-13.184,0.000
1606398410.774,-30.762,-41.992,-35.156,-8.301,0.000
1606398410.778,-29.297,-35.156,-37.109,-11.230,0.000
1606398410.782,-37.598,-28.320,-28.320,-18.066,0.000
1606398410.786,-37.109,-28.809,-16.602,-20.508,0.000
1606398410.790,-29.297,-34.668,-16.602,-18.066,0.000
1606398410.793,-27.832,-37.598,-18.555,-11.719,0.000
1606398410.797,-33.203,-35.156,-17.578,-16.113,0.000
1606398410.801,-36.133,-35.645,-25.879,-25.879,0.000
1606398410.805,-40.039,-34.180,-39.551,-26.855,0.000
1606398410.809,-37.109,-37.109,-41.504,-19.043,0.000
1606398410.813,-28.809,-38.574,-36.133,-16.113,0.000
1606398410.817,-20.996,-32.715,-23.926,-15.137,0.000
1606398410.821,-25.879,-33.203,-20.020,-18.555,0.000
1606398410.825,-31.250,-29.785,-19.531,-22.949,0.000
1606398410.829,-25.391,-29.785,-17.090,-17.578,0.000
1606398410.833,-16.113,-32.227,-22.949,-13.672,0.000
1606398410.836,-16.113,-32.227,-34.668,-18.555,0.000
1606398410.840,-22.949,-28.320,-41.016,-24.902,0.000
1606398410.844,-25.879,-25.391,-38.086,-32.227,0.000
1606398410.848,-28.809,-33.203,-27.344,-34.180,0.000
1606398410.852,-23.438,-36.621,-21.973,-29.297,0.000
1606398410.856,-20.996,-36.621,-19.531,-24.414,0.000
1606398410.860,-27.344,-41.992,-19.043,-20.996,0.000
1606398410.864,-29.785,-43.945,-27.344,-18.066,0.000
1606398410.868,-22.949,-35.156,-38.086,-14.648,0.000
1606398410.872,-20.020,-22.949,-31.738,-10.254,0.000
1606398410.876,-27.344,-31.738,-18.555,-18.066,0.000
1606398410.879,-33.203,-39.062,-24.414,-29.785,0.000
1606398410.883,-45.410,-37.109,-32.715,-34.180,0.000
1606398410.887,-45.410,-36.133,-27.832,-35.156,0.000
1606398410.891,-33.691,-43.457,-28.320,-27.832,0.000
1606398410.895,-22.461,-36.621,-30.762,-19.043,0.000
1606398410.899,-20.020,-26.367,-33.203,-21.484,0.000
1606398410.903,-32.227,-32.715,-40.039,-34.668,0.000
1606398410.907,-35.156,-36.133,-36.133,-37.109,0.000
1606398410.911,-29.297,-34.668,-32.715,-32.715,0.000
1606398410.915,-27.832,-22.949,-31.250,-33.691,0.000
1606398410.918,-32.715,-23.926,-32.227,-38.086,0.000
1606398410.922,-41.992,-32.227,-35.645,-39.062,0.000
1606398410.926,-41.016,-30.762,-31.250,-33.691,0.000
1606398410.930,-34.180,-25.879,-29.297,-21.484,0.000
1606398410.934,-25.391,-27.832,-36.133,-19.043,0.000
1606398410.938,-26.367,-42.480,-32.227,-27.344,0.000
1606398410.942,-39.551,-46.387,-23.438,-32.715,0.000
1606398410.946,-43.457,-35.156,-25.879,-34.668,0.000
1606398410.950,-36.133,-31.250,-33.203,-28.320,0.000
1606398410.954,-29.297,-38.086,-32.227,-18.555,0.000
1606398410.958,-30.273,-38.086,-34.668,-21.484,0.000
1606398410.961,-37.598,-29.785,-38.086,-29.297,0.000
1606398410.965,-36.621,-36.621,-35.645,-25.879,0.000
1606398410.969,-35.156,-40.039,-39.062,-26.855,0.000
1606398410.973,-28.320,-36.621,-35.156,-32.227,0.000
1606398410.977,-21.973,-35.645,-28.320,-31.738,0.000
1606398410.981,-32.227,-43.945,-23.438,-36.621,0.000
1606398410.985,-40.039,-46.387,-30.273,-42.480,0.000
1606398410.989,-35.156,-32.715,-35.156,-36.621,0.000
1606398410.993,-27.832,-26.367,-31.738,-25.879,0.000
1606398410.997,-23.926,-32.227,-33.691,-16.602,0.000
1606398411.001,-32.715,-35.156,-31.738,-18.555,0.000
1606398411.004,-45.410,-32.227,-19.531,-31.250,0.000
1606398411.008,-43.945,-29.785,-15.137,-32.715,0.000
1606398411.012,-35.156,-37.109,-21.973,-23.926,0.000
1606398411.016,-31.250,-38.574,-32.715,-20.508,0.000
1606398411.020,-32.227,-28.320,-34.180,-21.484,0.000
1606398411.024,-30.273,-26.855,-35.645,-25.391,0.000
1606398411.028,-29.297,-28.320,-38.574,-25.879,0.000
1606398411.032,-24.902,-27.344,-43.457,-19.043,0.000
1606398411.036,-18.066,-25.879,-42.480,-19.531,0.000
1606398411.040,-20.996,-32.227,-31.250,-28.320,0.000
1606398411.043,-30.762,-42.969,-26.367,-28.320,0.000
1606398411.047,-33.203,-41.016,-34.180,-25.879,0.000
1606398411.051,-29.297,-31.250,-40.039,-23.926,0.000
1606398411.055,-24.902,-32.715,-38.086,-21.484,0.000
1606398411.059,-33.203,-39.551,-38.086,-20.996,0.000
1606398411.063,-42.969,-36.133,-37.109,-23.438,0.000
1606398411.067,-40.039,-28.809,-31.250,-26.855,0.000
1606398411.071,-30.273,-34.180,-26.855,-27.832,0.000
1606398411.075,-30.762,-35.645,-27.832,-30.762,0.000
1606398411.079,-33.203,-29.785,-28.809,-27.344,0.000
1606398411.083,-35.156,-28.809,-31.738,-28.809,0.000
1606398411.086,-44.434,-35.156,-50.781,-31.738,0.000
1606398411.090,-41.504,-41.016,-52.246,-27.344,0.000
1606398411.094,-30.762,-39.062,-27.832,-22.461,0.000
1606398411.098,-30.273,-35.645,-20.508,-26.367,0.000
1606398411.102,-40.527,-41.016,-29.297,-31.250,0.000
1606398411.106,-43.457,-45.898,-27.344,-27.344,0.000
1606398411.110,-33.691,-31.250,-23.438,-28.320,0.000
1606398411.114,-27.344,-22.461,-26.855,-26.855,0.000
1606398411.118,-33.691,-28.809,-25.391,-15.137,0.000
1606398411.122,-41.016,-41.016,-22.949,-15.137,0.000
1606398411.126,-40.527,-44.434,-22.949,-19.043,0.000
1606398411.129,-35.156,-34.668,-19.043,-14.160,0.000
1606398411.133,-32.715,-36.621,-20.020,-11.719,0.000
1606398411.137,-32.227,-32.715,-25.879,-13.672,0.000
1606398411.141,-31.738,-21.484,-27.344,-18.066,0.000
1606398411.145,-36.133,-24.902,-27.832,-22.949,0.000
1606398411.149,-30.762,-35.645,-25.391,-18.555,0.000
1606398411.153,-25.391,-33.203,-22.949,-12.207,0.000
1606398411.157,-30.762,-26.855,-19.043,-12.207,0.000
1606398411.161,-25.391,-28.320,-14.648,-10.742,0.000
1606398411.165,-32.227,-32.227,-21.973,-22.949,0.000
1606398411.168,-52.734,-35.645,-23.438,-41.992,0.000
1606398411.172,-53.223,-34.668,-23.438,-44.434,0.000
1606398411.176,-46.387,-28.320,-32.715,-41.504,0.000
1606398411.180,-45.410,-17.090,-43.945,-42.969,0.000
1606398411.184,-57.129,-20.020,-30.273,-49.805,0.000
1606398411.188,-72.266,-29.297,-7.812,-57.617,0.000
1606398411.192,-68.359,-31.250,-3.906,-57.617,0.000
1606398411.196,-63.477,-20.508,-7.812,-50.293,0.000
1606398411.200,-78.125,-8.789,-17.090,-66.895,0.000
